1;27700501;APORTE SALUD;3;;5;;;;;
1;23700601;APORTE ARP;5;;5;;;;;
1;23701001;APORTE CAJA DE COMPENSACIÓN;4;;5;;;;;
1;23803001;APORTE FSP - EMPLEADO;2;;5;;;;;
1;25050101;SUELDOS POR PAGAR;1;;5;;;;;
1;26100501;PROVISION CESANTIAS;1;;5;;;;;
1;26101001;PROVISION INTERESES CESANTIAS;1;;5;;;;;
1;26101501;PROVISION VACACIONES;1;;5;;;;;
1;26102001;PROVISION PRIMA DE SERVICIOS;1;;5;;;;;
1;72020105;HORAS EXTRAS;1;;5;;;;;
1;72020106;SUELDOS;1;;5;;;;;
1;72020127;AUXILIO DE TRANSPORTE;1;;5;;;;;
1;72020130;CESANTIAS;1;;5;;;;;
1;72020133;INTERESES SOBRE CESANTIAS;1;;5;;;;;
1;72020136;PRIMA DE SERVICIOS;1;;5;;;;;
1;72020139;VACACIONES;1;;5;;;;;
1;72020168;APORTE ARL;5;;5;;;;;
1;72020169;APORTE EPS;3;;5;;;;;
1;72020170;APORTE PENSION;2;;5;;;;;
1;72020172;APORTES CAJA COMPENSACION;4;;5;;;;;
2;1;21;;;;25050101;27700501;5;;1
2;3;;;2;;72020169;27700501;5;;3
2;3;;;3;;72020168;23700601;5;;3
2;3;;;4;;72020172;23701001;5;;3
2;1;22;;;;25050101;23803001;5;;1
2;3;;;1;;72020170;23803001;5;;3
2;4;;;;1;72020106;25050101;5;;1
2;4;;;;2;72020106;25050101;5;;1
2;4;;;;5;72020127;25050101;5;;1
2;1;18;;;;72020105;25050101;5;;1
2;2;;1;;;72020136;26102001;5;;2
2;2;;2;;;72020130;26100501;5;;2
2;2;;3;;;72020133;26101001;5;;2
2;2;;4;;;72020139;26101501;5;;2
