2;4;;;;54;51057901;25050101;11;;3
2;4;;;;99;51052001;25050101;11;;3
2;4;;;;7;51052001;25050101;11;;3
2;4;;;;60;51052101;25050101;11;;3
2;4;;;;111;51054901;25050101;11;;3
2;4;;;;105;51552001;25050101;11;;3
2;4;;;;11;51051501;25050101;11;;3
2;4;;;;13;51051501;25050101;11;;3
2;4;;;;115;51051501;25050101;11;;3
2;4;;;;14;51051501;25050101;11;;3
2;4;;;;42;51051501;25050101;11;;3
2;4;;;;43;51051501;25050101;11;;3
2;4;;;;12;51051501;25050101;11;;3
2;4;;;;45;51051501;25050101;11;;3
2;4;;;;48;51051501;25050101;11;;3
2;4;;;;23;51050601;25050101;11;;3
2;4;;;;55;51050601;25050101;11;;3
2;4;;;;17;51052401;25050101;11;;3
2;4;;;;21;51052401;25050101;11;;3
2;4;;;;28;25250101;25050101;11;;3
2;4;;;;26;51056001;25050101;11;;3
2;4;;;;27;51056001;25050101;11;;3
2;4;;;;49;51050601;25050101;11;;3
2;4;;;;103;51052701;25050101;11;;3
2;4;;;;89;13659501;25050101;11;;3
2;4;;;;13;52051501;25050101;11;50;3
2;4;;;;115;52051501;25050101;11;50;3
2;4;;;;14;52051501;25050101;11;50;3
2;4;;;;42;52051501;25050101;11;50;3
2;4;;;;43;52051501;25050101;11;50;3
2;4;;;;12;52051501;25050101;11;50;3
2;4;;;;45;52051501;25050101;11;50;3
2;4;;;;48;52051501;25050101;11;50;3
2;4;;;;23;52050601;25050101;11;50;3
2;4;;;;55;52050601;25050101;11;50;3
2;4;;;;17;52052401;25050101;11;50;3
2;4;;;;21;52052401;25050101;11;50;3
2;4;;;;28;25250101;25050101;11;50;3
2;4;;;;26;52050601;25050101;11;50;3
2;4;;;;27;52050601;25050101;11;50;3
2;4;;;;49;52050601;25050101;11;50;3
2;4;;;;103;52052701;25050101;11;50;3
2;4;;;;89;13659501;25050101;11;50;3
