1;13301501;ANTICIPOS;1;;27;;;;;
1;13659505;OTROS PRESTAMOS;1;;27;;;;;
1;13800283;AISLAMIENTO;1;;27;;;;;
1;13800284;CALAMIDAD DOMESTICA;1;;27;;;;;
1;13800285;DÍA DE LA FAMILIA;1;;27;;;;;
1;13800286;LICENCIA POR LUTO;1;;27;;;;;
1;13800287;LICENCIA REMUNERADA;1;;27;;;;;
1;13802002;CUENTAS POR COBRAR CELULAR;1;;27;;;;;
1;13802004;SALARIO BÁSICO;1;;27;;;;;
1;13802005;BONO NO SALARIAL;1;;27;;;;;
1;13802006;COMISIONES;1;;27;;;;;
1;13802007;INDEMNIZACIONES;1;;27;;;;;
1;13802008;PRIMA DE SERVICIOS;1;;27;;;;;
1;13802009;CESANTIAS;1;;27;;;;;
1;13802010;INTERESES CESANTIAS;1;;27;;;;;
1;13802011;VACACIONES;1;;27;;;;;
1;13802012;APORTE SALUD;3;;27;;;;;
1;13802013;APORTE PENSION;2;;27;;;;;
1;13802014;APORTE ARL;5;;27;;;;;
1;13802015;APORTE CCF;4;;27;;;;;
1;13802016;APORTE ICBF;8;115;27;;;;;
1;13802017;APORTE SENA;8;117;27;;;;;
1;13802021;INCAPACIDAD;1;;27;;;;;
1;13802022;LICENCIA PATERNIDAD;1;;27;;;;;
1;13802023;LICENCIA MATERNIDAD;1;;27;;;;;
1;13802033;AUXILIO DE TRANSPORTE;1;;27;;;;;
1;13802064;SALARIO INTEGRAL;1;;27;;;;;
1;13802065;AUXILIO DE CONECTIVIDAD DIGITAL;1;;27;;;;;
1;13802066;AUXILIO NO SALARIAL;1;;27;;;;;
1;13802067;AUXILIO DE CELULAR;1;;27;;;;;
1;13802068;TRANSPORTE ADICIONAL;1;;27;;;;;
1;13802070;REINTEGROS OCASIONALES;1;;27;;;;;
1;13802071;HORA EXTRA DIURNA;1;;27;;;;;
1;13802072;HORA EXTRA DIURNA FESTIVA;1;;27;;;;;
1;13802073;HORA EXTRA NOCTURNA;1;;27;;;;;
1;13802074;HORA EXTRA NOCTURNA FESTIVA;1;;27;;;;;
1;13802075;RECARGO NOCTURNO;1;;27;;;;;
1;13802076;RECARGO NOCTURNO FESTIVO;1;;27;;;;;
1;13802077;RECARGO FESTIVO DIURNO 75%;1;;27;;;;;
1;13802078;DOMINICAL O FESTIVO (COM);1;;27;;;;;
1;13802079;DOMINICAL O FESTIVO (S .COM);1;;27;;;;;
1;13802080;INCAPACIDAD 50%;1;;27;;;;;
1;13802081;INCAPACIDAD 66.67%;1;;27;;;;;
1;13802082;ACCIDENTE DE TRABAJO;1;;27;;;;;
1;23650501;RETENCION POR SALARIOS;1;;27;;;;;
1;23700501;APORTE SALUD;3;;27;;;;;
1;23700601;APORTE ARL;5;;27;;;;;
1;23701001;APORTE CCF;4;;27;;;;;
1;23701002;APORTE ICBF;8;115;27;;;;;
1;23701003;APORTE SENA;8;117;27;;;;;
1;23704502;SECREDITOS;1;;27;;;;;
1;23709501;MEDICINA PREPAGADA;1;;27;;;;;
1;23801501;CUENTAS AFC;8;130;27;;;;;
1;23801502;APORTES VOLUNTARIOS;8;108;27;;;;;
1;23803001;APORTE PENSION;2;;27;;;;;
1;25050101;SUELDOS POR PAGAR;1;;27;;;;;
1;25101001;PROVISION CESANTIAS;1;;27;;;;;
1;25150101;PROVISION INTERESES CESANTIAS;1;;27;;;;;
1;25200101;PROVISION PRIMA DE SERVICIOS;1;;27;;;;;
1;25250101;PROVISION VACACIONES;1;;27;;;;;
1;25450501;DESCUENTOS EMPLEADOS;1;;27;;;;;
1;51050301;SALARIO INTEGRAL;1;;27;;;;;
1;51050601;SALARIO BÁSICO;1;;27;;;;;
1;51051501;HORA EXTRA DIURNA;1;;27;;;;;
1;51051502;HORA EXTRA DIURNA FESTIVA;1;;27;;;;;
1;51051503;HORA EXTRA NOCTURNA;1;;27;;;;;
1;51051504;HORA EXTRA NOCTURNA FESTIVA;1;;27;;;;;
1;51051505;RECARGO NOCTURNO;1;;27;;;;;
1;51051506;RECARGO NOCTURNO FESTIVO;1;;27;;;;;
1;51051507;RECARGO FESTIVO DIURNO 75%;1;;27;;;;;
1;51051508;DOMINICAL O FESTIVO (COM);1;;27;;;;;
1;51051509;DOMINICAL O FESTIVO (S .COM);1;;27;;;;;
1;51051801;COMISIONES;1;;27;;;;;
1;51052401;ACCIDENTE DE TRABAJO;1;;27;;;;;
1;51052402;INCAPACIDAD;1;;27;;;;;
1;51052403;INCAPACIDAD 50%;1;;27;;;;;
1;51052404;INCAPACIDAD 66.67%;1;;27;;;;;
1;51052405;LICENCIA MATERNIDAD;1;;27;;;;;
1;51052406;LICENCIA PATERNIDAD;1;;27;;;;;
1;51052407;AISLAMIENTO;1;;27;;;;;
1;51052408;CALAMIDAD DOMESTICA;1;;27;;;;;
1;51052409;DÍA DE LA FAMILIA;1;;27;;;;;
1;51052410;LICENCIA POR LUTO;1;;27;;;;;
1;51052411;LICENCIA REMUNERADA;1;;27;;;;;
1;51052701;AUXILIO DE TRANSPORTE;1;;27;;;;;
1;51052702;AUXILIO DE CONECTIVIDAD DIGITAL;1;;27;;;;;
1;51053001;CESANTIAS;1;;27;;;;;
1;51053301;INTERESES CESANTIAS;1;;27;;;;;
1;51053601;PRIMA DE SERVICIOS;1;;27;;;;;
1;51053901;VACACIONES;1;;27;;;;;
1;51054801;AUXILIO NO SALARIAL;1;;27;;;;;
1;51054802;TRANSPORTE ADICIONAL;1;;27;;;;;
1;51054804;REINTEGROS OCASIONALES;1;;27;;;;;
1;51054805;BONO NO SALARIAL;1;;27;;;;;
1;51054806;AUXILIO DE CELULAR;1;;27;;;;;
1;51056001;INDEMNIZACIONES;1;;27;;;;;
1;51056801;APORTE ARL;5;;27;;;;;
1;51056901;APORTE SALUD;3;;27;;;;;
1;51057001;APORTE PENSION;2;;27;;;;;
1;51057201;APORTE CCF;4;;27;;;;;
1;51057502;APORTE ICBF;8;115;27;;;;;
1;51057801;APORTE SENA;8;117;27;;;;;
1;23650102;RETENCION POR SALARIOS;1;;27;;;;;
1;51054807;AUXILIO DE ALIMENTACION;1;;27;;;;;
1;13802069;AUXILIO DE ALIMENTACION;1;;27;;;;;
2;4;;;;29;25250101;25050101;27;126;3
2;4;;;;116;25250101;25050101;27;126;3
2;4;;;;67;25101001;25050101;27;126;3
2;4;;;;68;25150101;25050101;27;126;3
2;4;;;;84;25101001;25050101;27;126;3
2;4;;;;66;25101001;25050101;27;126;3
2;4;;;;69;25150101;25050101;27;126;3
2;4;;;;58;25200101;25050101;27;126;3
2;4;;;;30;25250101;25050101;27;126;3
2;4;;;;79;25050101;23700501;27;126;3
2;4;;;;18;25050101;23700501;27;126;3
2;4;;;;19;25050101;23803001;27;126;3
2;4;;;;33;25050101;23803001;27;126;3
2;4;;;;127;25050101;13301501;27;126;3
2;4;;;;80;25050101;13301501;27;126;3
2;4;;;;128;25050101;13802002;27;126;3
2;4;;;;125;25050101;23704502;27;126;3
2;4;;;;126;25050101;23709501;27;126;3
2;4;;;;119;25050101;13659505;27;126;3
2;4;;;;92;25050101;13659505;27;126;3
2;4;;;;90;25050101;25450501;27;126;3
2;4;;;;102;25050101;25450501;27;126;3
2;4;;;;40;25050101;23801501;27;126;3
2;4;;;;37;25050101;23801502;27;126;3
2;4;;;;1;13802004;25050101;27;127;3
2;4;;;;49;13802004;25050101;27;127;3
2;4;;;;116;13802004;25050101;27;127;3
2;4;;;;2;13802064;25050101;27;127;3
2;4;;;;5;13802033;25050101;27;127;3
2;4;;;;103;13802033;25050101;27;127;3
2;4;;;;124;13802065;25050101;27;127;3
2;4;;;;62;13802066;25050101;27;127;3
2;4;;;;111;13802005;25050101;27;127;3
2;4;;;;56;13802067;25050101;27;127;3
2;4;;;;65;13802068;25050101;27;127;3
2;4;;;;3;13802006;25050101;27;127;3
2;4;;;;64;13802070;25050101;27;127;3
2;4;;;;11;13802071;25050101;27;127;3
2;4;;;;115;13802072;25050101;27;127;3
2;4;;;;13;13802073;25050101;27;127;3
2;4;;;;60;13802074;25050101;27;127;3
2;4;;;;42;13802075;25050101;27;127;3
2;4;;;;43;13802076;25050101;27;127;3
2;4;;;;48;13802077;25050101;27;127;3
2;4;;;;45;13802078;25050101;27;127;3
2;4;;;;12;13802079;25050101;27;127;3
2;4;;;;15;13802082;25050101;27;127;3
2;4;;;;106;13802021;25050101;27;127;3
2;4;;;;62;13802080;25050101;27;127;3
2;4;;;;17;13802081;25050101;27;127;3
2;4;;;;20;13802023;25050101;27;127;3
2;4;;;;21;13802022;25050101;27;127;3
2;4;;;;12;13800283;25050101;27;127;3
2;4;;;;45;13800284;25050101;27;127;3
2;4;;;;50;13800285;25050101;27;127;3
2;4;;;;22;13800286;25050101;27;127;3
2;4;;;;23;13800287;25050101;27;127;3
2;4;;;;65;13802007;25050101;27;127;3
2;4;;;;66;13802007;25050101;27;127;3
2;4;;;;67;13802007;25050101;27;127;3
2;4;;;;36;25050101;23650102;27;127;3
2;4;;;;1;51050601;25050101;27;126;3
2;4;;;;49;51050601;25050101;27;126;3
2;4;;;;116;51050601;25050101;27;126;3
2;4;;;;2;51050301;25050101;27;126;3
2;4;;;;5;51052701;25050101;27;126;3
2;4;;;;103;51052701;25050101;27;126;3
2;4;;;;124;51052702;25050101;27;126;3
2;4;;;;62;51054801;25050101;27;126;3
2;4;;;;111;51054805;25050101;27;126;3
2;4;;;;56;51054806;25050101;27;126;3
2;4;;;;65;51054802;25050101;27;126;3
2;4;;;;3;51051801;25050101;27;126;3
2;4;;;;64;51054804;25050101;27;126;3
2;4;;;;11;51051501;25050101;27;126;3
2;4;;;;115;51051502;25050101;27;126;3
2;4;;;;13;51051503;25050101;27;126;3
2;4;;;;60;51051504;25050101;27;126;3
2;4;;;;42;51051505;25050101;27;126;3
2;4;;;;43;51051506;25050101;27;126;3
2;4;;;;48;51051507;25050101;27;126;3
2;4;;;;45;51051508;25050101;27;126;3
2;4;;;;12;51051509;25050101;27;126;3
2;4;;;;15;51052401;25050101;27;126;3
2;4;;;;106;51052402;25050101;27;126;3
2;4;;;;62;51052403;25050101;27;126;3
2;4;;;;17;51052404;25050101;27;126;3
2;4;;;;20;51052405;25050101;27;126;3
